genome_id	catalog_num	portal_name
d98337a250d64433	33974	Leifsonia xyli subsp. xyli
710ec3a1deb14d52	33988	Pseudomonas aeruginosa
9cf3e66985c349e3	33996	Acidovorax konjaci
825b1fefd62c4ea3	35050	Edwardsiella hoshinae
3a36577f8c934a28	35053	Cereibacter sphaeroides
ba3e7f97002f4d15	35055	Cereibacter sphaeroides
313766685e5e4e77	35059	Sporohalobacter lortetii
1fa014286f914241	35074	Deinococcus proteolyticus
fcc2538356a44765	35085	Collinsella aerofaciens
a405e049238d4ab3	35086	Bordetella avium
fd91e27df2ce4e46	35088	Streptococcus pneumoniae
dfecccf3a008445e	35098	Anaerococcus tetradius
b997a749d7704e8b	35113	Magnetospirillum fulvum
9a4617925c35491c	35115	Desulfovibrio vulgaris subsp. vulgaris
e1ea47092fbe4074	35117	Vibrio parahaemolyticus
077874045e244268	35130	Burkholderia stagnalis
c4eb637ad4874bcf	35151	Pseudomonas aeruginosa
fde736261f2a4acf	35153	Mycobacterium pulveris
12dc41a459d949ab	35184	Veillonella parvula
0ef8aff201394445	35185	Selenomonas sputigena
17490d4062df4a8d	35198	Proteus penneri
d94230c7adc343a3	35222	Campylobacter lari
9c403ce031ad41e9	35246	Streptococcus equi subsp. zooepidemicus
8bd6cf66050e42ed	35248	Legionella sainthelensi
42c8242269a14404	35251	Legionella pneumophila subsp. fraseri
3cb7bd50b7c94c30	35262	Spiroplasma velocicrescens
083727fd6b704185	35272	Xenorhabdus poinarii
5fef26bbcd8143ab	35296	Clostridium cellulovorans
81f151e4ff8c4c40	35303	Legionella erythra
04f8d5b84f3b4777	35308	Prevotella denticola
3d1cb69d0c624d21	35398	Pantoea stewartii subsp. indologenes
5327caaeebf64bc3	35400	Pantoea ananatis
5894761e7cdb4a66	35407	Pseudonocardia compacta
fa58975ef17b440e	35410	Weissella halotolerans
92802b16f3d1491e	35421	Escherichia coli
fdb31fccceb842b0	35460	Erysipelothrix rhusiopathiae
3dd31d10da44404b	35462	Erysipelothrix rhusiopathiae
3ac78b41247c4174	35470	Escherichia fergusonii
7dd1a271a72f42a4	35472	Escherichia fergusonii
e53fe267af9d47e3	35483	Proteus mirabilis
9a85a8aa52ae4bcb	35489	Proteus mirabilis
c8afdd3678984d46	35490	Proteus mirabilis
49daae71d7e2409e	35495	Proteus mirabilis
81230051dba849f2	35497	Proteus mirabilis
7d5b9a36e38644b6	35498	Proteus mirabilis
55c4de7251364ef0	35499	Proteus mirabilis
112cd0d0d0804fb3	35508	Proteus mirabilis
8b0ac1e17e3e46e3	35510	Proteus mirabilis
081ae16c21834b5e	35511	Proteus mirabilis
dc72641eebb04a10	35512	Paracoccus pantotrophus
57550abb7fd54403	35514	Brevibacterium epidermidis
492fba4aee474e06	35535	Treponema socranskii subsp. paredis
ef698c339b644c1f	35539	Staphylococcus gallinarum
1f6f7d1982674c00	35541	Neisseria gonorrhoeae
e7e0f9805a6e4bb7	35547	Staphylococcus epidermidis
ea25c4a007ea4c08	35549	Enterobacter hormaechei
76f2adceb5ef4110	35557	Streptococcus gordonii
c791c9367e8e40e1	35586	Carnobacterium maltaromaticum
45eccb4bac924195	35624	Aeromonas veronii
ef8a23b261fd4207	35652	Exiguobacterium aurantiacum
47bc4526caf14324	35656	Sphingobacterium multivorum
dcd7bfa1cc4e4a2c	35661	Staphylococcus capitis subsp. capitis
cbf177327dea4e6c	35667	Enterococcus faecium
d9119fe5d32c4686	35690	Brevibacillus brevis
0933230abf484931	35692	Corynebacterium tuberculostearicum
cd38399d33864c15	35717	Mycobacterium avium subsp. avium
70a2deda3d264c54	35740	Mycobacterium tuberculosis variant bovis BCG
5ee0cb9a03174736	35746	Mycobacterium tuberculosis variant bovis
4ce70fd8888b42eb	35749	Mycobacterium chelonae
c0a2fbd3d56447e4	35751	Mycobacterium abscessus
b982dfa880f342dd	35754	Mycobacterium fortuitum subsp. fortuitum
cb58c44be597419f	35755	Mycobacterium senegalense
874440cfc52e43b3	35756	Mycobacterium gordonae
0d7bb33b4b034538	35775	Mycobacterium kansasii
bcb18d65254542f6	35785	Mycobacterium parascrofulaceum
f77d5037ecd04311	35822	Mycobacterium tuberculosis
804d639106f44ee5	35841	Mycobacterium xenopi
6c7ab5e045484ec2	35850	Legionella dumoffii
b78221fb675d49a5	35855	Mycobacterium fortuitum subsp. fortuitum
5121b44362ab424a	35892	Herbaspirillum seropedicae
ee17e1e097ac449c	35905	Acidiphilium rubrum
8a8e2d0333bd4550	35914	Bifidobacterium bifidum
7948beea66094336	35920	Campylobacter jejuni subsp. jejuni
fbf79f25fc2b44b5	35927	Microbispora rosea subsp. rosea
d90943fcf18d4446	35935	Xanthomonas translucens pathovar undulosa
9d07145c1f914c5e	35951	Blastomonas natatoria
c8ca9f42336e4f21	35958	Giesbergeria anulus
399ea14ba0834b5a	35964	Shigella boydii
1d112e1701c44621	35979	Capnocytophaga canimorsus
339bfba991f2463f	35983	Staphylococcus epidermidis
84de6483d8764061	3629	Clostridium perfringens
8a9accc97bf148ce	367	Levilactobacillus brevis
46ff16ac05f8458e	39183	Salmonella enterica subsp. enterica serovar Typhimurium
a49b1c4d26b2476c	39356	Burkholderia diffusa
399a0900939643d0	39368	Pseudescherichia vulneris
e42b9c76c88c472a	39403	Escherichia coli
a60efe3b6f974160	39469	Psychromonas sp.
a9eae4a966364192	39625	Escherichia coli
57f485e890c549d1	39873	Serratia marcescens
ce3ebff34d3d4b96	39920	Streptococcus equi subsp. zooepidemicus
9f5053d258994428	39922	Kibdelosporangium aridum subsp. largum
343d6f21d37944d5	4002	Serratia marcescens
25938c2492f34515	4003	Serratia marcescens
6751e2fb183643ba	4157	Escherichia coli
38e3a38c05564aa0	4209	Klebsiella pneumoniae subsp. pneumoniae
b8cfd96f0c324076	4244	Gordonia hongkongensis
3ee873dfabb34cd5	4259	Clostridium acetobutylicum
9c8f12e151ec4f83	43015	Mycobacterium avium subsp. paratuberculosis
71ef68df5e014a68	43058	Agathobaculum desmolans
4f412fa7b96e45fd	43060	Actinomadura yumaensis
9097be01b770447f	43069	Neisseria gonorrhoeae
3e99a4bb045c4a13	43070	Neisseria gonorrhoeae
1ae7323482584085	43072	Pantoea ananatis
1c310adebc814535	43073	Pantoea ananatis
180b783b04b14a98	43074	Pantoea ananatis
1beabb0b902148fb	43085	Lactococcus garvieae
36724e8773d84cf8	43086	Klebsiella michiganensis
5c82a283f05b4ac6	43088	Pseudomonas aeruginosa
60bcf450853c4947	43116	Psychrobacter immobilis
26f1022463844b8e	43117	Psychrobacter immobilis
ca6a0e5a6bcc4015	43120	Halanaerobium acetethylicum
7a14f40adc314900	43131	Campylobacter jejuni
9739680f01974f03	43143	Streptococcus gallolyticus subsp. gallolyticus
7fee0c39ba7e4664	43156	Glycomyces rutgersensis
7c3f62653d59442f	43159	Arcobacter butzleri
670a726e39c542c1	43161	Alcaligenes faecalis subsp. faecalis
d73e101e77ea450b	43162	Citrobacter braakii
573ce160d04742e6	43163	Haemophilus influenzae
907cba64c8c74b87	43174	Leptotrichia trevisanii
7744ca5bd3e64a54	43175	Klebsiella aerogenes
1bb96cbb7b57439b	43183	Bacteroides stercoris
9c5bc02bf4ad4aff	43186	Enterococcus mundtii
37afab72b43e4b56	43205	Granulicatella adiacens
34599d8f00d5479d	43208	Spiroplasma sp.
96ac2a570a1c4e80	43210	Spiroplasma diabroticae
45f2a9b2d428484f	43250	Listeria monocytogenes
0c66c54e21c447a6	43251	Listeria monocytogenes
4f0d1c80d1154e20	43257	Listeria monocytogenes
efe306f0852a4c69	43272	Pseudomonas oryzihabitans
b7a7d5a8c7a54281	43283	Legionella pneumophila subsp. pneumophila
d9c66d923e844578	43306	Listonella anguillarum
0938f1bbcef84e0a	43309	Listonella anguillarum
b77641009a394d74	43312	Listonella anguillarum
4c2977068b734428	43327	Pasteurella stomatis
65db7cee515141e0	43328	Pasteurella langaaensis
9a9eb60358044d31	43348	Pantoea agglomerans
dbd9c71326ed480b	43380	Yersinia rohdei
8d18515629bb4d31	43417	Serratia marcescens
9c3b75d0c4fd497d	43419	Serratia marcescens
ff285e79b0114b36	43420	Serratia marcescens
6b9f3d9badf847b7	43421	Serratia marcescens
c0e1ea680b744c8a	43423	Morganella sp.
af6b1ed3e2454a31	43424	Serratia marcescens
938f894ee1ad4c19	43425	Serratia marcescens
481ccba5a4f1417a	43437	Campylobacter jejuni subsp. jejuni
b03b0ab0b5d84fac	43456	Campylobacter jejuni subsp. jejuni
00a51c02dcaf45ae	43458	Campylobacter jejuni subsp. jejuni
85249d98098b4f13	43461	Campylobacter jejuni subsp. jejuni
e7fe43442fef452c	43463	Campylobacter jejuni subsp. jejuni
444f356652f646dc	43476	Campylobacter coli
cfb03c3acb8646c4	43494	Caldicellulosiruptor saccharolyticus
979249a6ab8f4db2	43496	Streptococcus canis
e23369ce20fd4529	43513	Geobacillus thermoleovorans
b04e306c73194f4b	43534	Oligella ureolytica
ce15588d217d4fb9	43544	Mycobacterium avium subsp. paratuberculosis
085348fe190a4605	43545	Mycobacterium avium subsp. paratuberculosis
36d90c5050b14260	43547	Listeria innocua
010a58de90c74bf6	43549	Listeria welshimeri
5abff7577aa84148	43550	Listeria welshimeri
ec9ebb6ff7f54974	43551	Listeria welshimeri
4012b427ba214eec	43552	Achromobacter piechaudii
6ef3f176f8f34720	43578	Lactobacillus acetotolerans
ff041615cdad4035	43579	Helicobacter pylori
ccbe11dd18d54473	43581	Acidomonas methanolica
c206a32f36264988	43605	Campylobacter ureolyticus
534c4297474c493a	43608	Acinetobacter sp.
de1a92a61c9c4caf	43618	Moraxella catarrhalis
82b6249c220942e6	43625	Histophilus somni
a95719ea25884b3d	43626	Histophilus somni
1ca5b24837a24593	43627	Moraxella catarrhalis
7dabe8a5b45041d3	43628	Moraxella catarrhalis
3e9c87c9d8904b33	43629	Helicobacter pylori
19c891674b474198	43636	Pseudomonas aeruginosa
2da0d538c69f46f5	43643	Campylobacter concisus
42a7261be4e14e3d	43649	Thermoactinomyces vulgaris
211ce3b87f1e4e85	43659	Pseudomonas aeruginosa
23a05af9fef74d37	43664	Providencia stuartii
a6d160e5476a4e9f	43665	Providencia stuartii
10eeb73edff742b4	43678	Streptomyces carpaticus
fa5f212aba3e4a30	43715	Eubacterium yurii subsp. margaretiae
393ce8f056674026	43716	Eubacterium yurii subsp. schtitka
87fdad6b93244228	43718	Aggregatibacter actinomycetemcomitans
e66093919a6c4f36	43751	Corynebacterium striatum
cce1e2d124f94787	43773	Helicobacter mustelae
c15d616fd2a24de7	43820	Serratia marcescens
4c8fa46e8000488d	43823	Mannheimia haemolytica
9221b40f68c04c0d	43831	Neisseria meningitidis
932792103fd64019	43863	Klebsiella michiganensis
3b6475662c694650	43872	Yersinia rohdei
364ca3d33a4c438d	43873	Yersinia rohdei
552cd3e182fe423b	43875	Rahnella inusitata
1b2f8ad75dd5421f	43879	Helicobacter bilis
f3d4d82b2a094377	43886	Escherichia coli
ee8643073f8e40bf	43889	Escherichia coli
0278477046384bd7	43892	Escherichia coli
a11b2b9f2b2e4cdd	43893	Escherichia coli
05ca513e1661402f	43895	Escherichia coli
82164ad563494bfb	43896	Escherichia coli
f06ce7a0709f4d3b	43910	Mycobacterium duvalii
d69c15869d384569	43928	Pseudomonas chlororaphis
270686044bc5436d	43931	Stella vacuolata
899106b44b1b4e8e	43954	Campylobacter upsaliensis
1ae977c13ae144c3	43970	Yersinia bercovieri
06d1d4d4db8647b2	43971	Salmonella enterica subsp. enterica serovar Typhimurium
739a8b20ac1d4f52	43976	Salmonella enterica subsp. indica
cf941932fb444be2	43979	Aeromonas sobria
483eaf0e1d6d4722	43982	Prevotella sp.
fbfd37d0f7184cd8	43985	Chromohalobacter israelensis
3c7ea49501404111	43990	Halomonas halodenitrificans
c4fa94adbc924571	43991	Shewanella benthica
4d14920714844aca	43993	Nocardia seriolae
c76507cbdaee41bc	43994	Brachyspira aalborgi
e2a4c5dee815443e	43998	Acinetobacter radioresistens
5d6a559c10fa4a25	4630	Proteus mirabilis
317df2216d8d4140	4698	Micrococcus luteus
a4d044ef56574d17	47053	Pseudomonas aeruginosa
9fbd368cd021490f	47076	Escherichia coli
0ad378efe4884a85	47107	Escherichia coli
08c57845cd604dda	4797	Lactobacillus leichmannii
82095c1dc2954294	4875	Acidipropionibacterium acidipropionici
6fd0382a915c43a4	49011	Pantoea allii
44d29b795dc4419b	49014	Enterobacteriaceae sp.
391b74a6919d41d6	49016	Pantoea agglomerans
37b81eec6ec94d16	49018	Pantoea agglomerans
8b716d1d44e24397	49019	Pantoea agglomerans
9eafb9d883ec441a	49020	Pantoea agglomerans
0adfb8aad1fc4fad	49021	Pantoea agglomerans
15a89fadd572475f	49040	Rothia mucilaginosa
56158c93e3c24f9f	49041	Rothia mucilaginosa
20268922b3e44c65	49042	Rothia mucilaginosa
d4f0697eaca0488d	49054	Pseudomonas brassicacearum subsp. neoaurantiaca
2c1109d638cf4757	49071	Shigella flexneri
c134b9f4dc2c4bdc	49085	Salimicrobium halophilum
9ee4739903504ae5	49110	Xenorhabdus beddingii
2644c529885845a2	49120	Xanthomonas alfalfae subsp. citrumelonis
7de8d863a6e948cb	49122	Xenorhabdus poinarii
84841ea741d04431	49124	Streptococcus vestibularis
2735cf0f915b4bd4	49128	Pseudomonas putida
6c5af55dd88b436e	49132	Proteus vulgaris
e0f5918224be4687	49134	Staphylococcus epidermidis
f30ef5d2861b462e	49138	Shewanella algae
972e75698c4c48cf	49139	Acinetobacter baumannii
4917e03e670b46e8	49140	Aeromonas hydrophila
1c1e803bae864eac	49141	Enterobacter ludwigii
b9005be48b1e40a4	49142	Neisseria lactamica
318c613ec5e2466a	49143	Moraxella catarrhalis
c6ddeef84c1646b9	49146	Aggregatibacter aphrophilus
085513db9f0445a4	49147	Streptococcus gallolyticus
25692319bbb64419	49150	Streptococcus pneumoniae
fccf0b584d7a4276	49156	Lactococcus garvieae
ad29a09054224525	49174	Pantoea agglomerans
332aa64f6d97448f	49179	Helicobacter felis
e0eef189b7204bd2	49188	Ochrobactrum anthropi
2321b91d442a4fc1	49230	Staphylococcus aureus
ccac0e3c67a94007	49262	Moraxella catarrhalis
0d3b9d1aac5d44de	49263	Moraxella catarrhalis
9b27ae2246144ffe	49264	Moraxella veridica
ae9eebe3815548c3	49278	Paenibacillus glucanolyticus
76761dd49c9e4e99	49282	Helicobacter muridarum
93205d5560c145e3	49284	Salmonella enterica subsp. enterica serovar Minnesota
612584c254a1427a	49305	Myxococcus sp.
944d86b4a49c40e1	49323	Pseudomonas sp.
90e31949cf614056	49324	Staphylococcus capitis subsp. urealyticus
21d5a08ca5d443fc	49325	Staphylococcus capitis subsp. urealyticus
4ccaa65453e34f2b	49336	Halomonas eurihalina
06075a4c967d4937	49337	Bacillus atrophaeus
743a270889b94f28	49348	Shigella boydii
d81ae8566cbe4734	49353	Campylobacter mucosalis
3807e90a65a14a63	49358	Acetivibrio aldrichii
0a65209f13c54246	49368	Corynebacterium amycolatum
71cfbb5d26724082	49377	Neisseria elongata subsp. nitroreducens
21aef7fdad004e17	49393	Aeromonas salmonicida subsp. smithia
19ab5e9ea72e47fd	49398	Vibrio parahaemolyticus
86ba5fa0ca744bb8	49402	Aquaspirillum arcticum
5cf2da3ccf6444ad	49416	Salmonella enterica subsp. enterica serovar Typhimurium
96a862f6213e4e35	49417	Porphyromonas gingivalis
677f9ca9c3064b8b	49421	Pseudomonas aeruginosa
e28e91b70f2743a3	49444	Staphylococcus pseudintermedius
c53ac237b8c64aef	49464	Enterococcus raffinosus
41634071feb14d9c	49466	Acinetobacter baumannii
ab4c5949445743df	49471	Chryseobacterium sp.
f1f490c036bb41b0	49475	Streptococcus gallolyticus subsp. gallolyticus
7abde9cac98b4bb8	49481	Pectobacterium cacticida
509cdb3a3f7547b4	49483	Pectobacterium cacticida
eed2fb3ef8934d46	49499	Actinokineospora riparia
ca3d0b2b610b4192	49521	Staphylococcus aureus
a28ae31c69ff4ddf	49528	Corynebacterium striatum
17b5cc3a87924a0e	49530	Flavobacterium saccharophilum
d1af839e2fef4496	49531	Flavonifractor plautii
c4449af66c08443a	49540	Lactobacillus vaginalis
2cf946e796794426	49542	Xenorhabdus beddingii
0627cfe3d32a4749	49545	Staphylococcus schleiferi subsp. coagulans
9d62136f8d924389	49582	Acholeplasma pleciae
572ed62eedb54537	49607	Enterococcus durans
5314999fdfec4c65	49623	Lacrimispora xylanolytica
ae778b94da164249	49630	Anaerococcus hydrogenalis
ade95b134e6049d4	49631	Paracoccus kocurii
13acfe17768842d0	49633	Pasteurella mairii
5f23d8d5693141bb	49649	Mycobacterium mucogenicum
3d1b4163811b428f	49651	Mycobacterium mucogenicum
ea1fc87e9afa46fb	49674	Azotobacter salinestris
a325931d2b38454b	49676	Exiguobacterium chiriqhucha
f34dde38aafa44af	49678	Mycoplana ramosa
7ab194eb319143d4	49679	Ilyobacter delafieldii
ad461974574e4743	49689	Propionispira paucivorans
6814684dd5d74a69	49690	Selenomonas lacticifex
9d8e9dc89ef849a3	49691	Propionispira raffinosivorans
75c2e1ecd2664261	49695	Mycoplasma spermatophilum
9c2fa581422e4d57	49699	Haemophilus influenzae
d0559282c91e42bc	49701	Klebsiella aerogenes
a9a4f6524e4748d1	49709	Burkholderia cepacia
d47ff4d638ca4f13	49726	Corynebacterium accolens
98a106eff39046e1	4973	Pseudomonas fragi
c7f4637f64434fe0	49732	Micrococcus luteus
9718547a9d6745f8	49733	Haemophilus felis
72fcaf30c5ac4c06	49740	Thiohalocapsa halophila
a94614a6a61f46b3	49751	Legionella lansingensis
5aa60515953d47c4	49757	Enterococcus faecalis
7b79f593ea184e0b	49768	Cutibacterium avidum
53ac156ccdbf4613	49770	Mycobacterium asiaticum
d3aa7f1c7e5e42da	49771	Mycobacterium asiaticum
f3de11d4bc2547c8	49772	Mycobacterium asiaticum
8238f887c4404231	49773	Mycobacterium shimoidei
6553106a6c1a48a3	49775	Staphylococcus aureus
5cd88950f9b3493b	49779	Serratia marcescens
12e905a78767463b	49795	Gallicola barnesae
951c580e711a458f	49815	Campylobacter upsaliensis
e637a51553ab4a7b	49842	Saccharopolyspora taberi
7fda9db083c44565	49851	Pluralibacter pyrinus
217ecce3ae5040ab	49884	Mycobacterium avium subsp. silvaticum
c450e9088aae4d48	49889	Mycoplasma leopharyngis
4460f932609b4664	49894	Mycoplasmoides pneumoniae
5525d8f73f794ab4	49895	Mycoplasmoides genitalium
87c53b7a4a424192	49898	Mycoplasma genitalium
0b3887820bd84fc6	49901	Acholeplasma cavigenitalium
21677cd937e34672	49903	Enterococcus sulfureus
8ee9274961314f52	49913	Mycobacterium kansasii
fb36f4ba724f4b50	49927	Bartonella elizabethae
f1f26398307544db	49938	Mycobacterium brisbanense
be024477a7144672	49942	Arcobacter butzleri
63f439b287fe4bad	49957	Roseomonas cervicalis
c1f96cd19a7d4b82	49981	Neisseria gonorrhoeae
f3a7fa922493462d	49993	Morganella morganii subsp. morganii
ef8c890110ba4026	49994	Morganella morganii subsp. morganii
15d95e0953d042ca	51100	Streptococcus cristatus
d3947fcf8cef4c31	51109	Neisseria gonorrhoeae
4480a977416e4b49	51115	Citrobacter sedlakii
b9366d80093f4c7f	51117	Citrobacter gillenii
afab866a1a0f4db2	51139	Brachyspira pilosicoli
5be8941a2ced43fe	51148	Mycoplasma corogypsi
395f4a1d8ec7467a	51149	Weissella kandleri
884940a8c0d34b52	51153	Staphylococcus aureus
ab51f353f3d74541	51160	Vibrio alginolyticus
d7352e6d1ea14027	51170	Anaerococcus vaginalis
6d5cd61ee8774c9d	51176	Aeribacillus pallidus
e41bce5ebc7d4184	51177	Anaerosinus glycerini
93d6938c172445f5	51179	Pseudodesulfovibrio halophilus
8b2dbf8f746f4959	51186	Rhodopseudomonas palustris
989b7046b95b47d9	51191	Fusobacterium nucleatum subsp. animalis
c5db68fc25624cc1	51199	Paracoccus alcaliphilus
fc232533a13b4e4c	51202	Morganella morganii subsp. morganii
b696c5a67657434a	51203	Morganella morganii subsp. morganii
4edaf2a24d4b4244	51204	Morganella morganii subsp. morganii
763cb65eee6d42a0	51205	Morganella morganii subsp. sibonii
3155992001d14159	51206	Morganella morganii subsp. sibonii
202deb3a3ffc4bb2	51207	Morganella morganii subsp. sibonii
98e84154684a43d6	51228	Catenococcus thiocycli
37e6d863317947ef	51251	Rhizobium etli
a6adeea381134454	51265	Saccharopolyspora gregorii
55231e4c273e4cc8	51266	Enterococcus dispar
be0ee88d4a5a4003	51267	Alloiococcus otitis
514f41f4b94b41cf	51284	Brachyspira murdochii
2d457b06fd664f7e	51289	Rhizorhabdus argentea
956ad5ebba7443a9	51292	Sphingobium mellinum
007131f948c145d6	51305	Mycobacterium alvei
db7f286c294d4de7	51335	Listeria seeligeri
2d1cdd1aed324935	51351	Saccharopolyspora sp.
953f651a476f4c77	51361	Acidocella aminolytica
9d6ede6adc6847a6	51362	Acidocella aminolytica
f2cc4cfe7a434474	51378	Citrobacter sp.
308745d8fd8c4bb5	51393	Proteus mirabilis
f937a157c5554e7b	51401	Helicobacter canis
3832da0a05e243c0	51403	Corynebacterium afermentans subsp. afermentans
4db7f073724c40d0	51422	Streptococcus pneumoniae
3e4402176bb64a4c	51428	Terrisporobacter mayombei
7c3464bf09b7495b	51432	Acinetobacter baumannii
ee6d4be18aee47e0	51435	Escherichia coli
87b468c6916e4b4b	51448	Helicobacter hepaticus
8ccd2b0cf6a64564	51452	Thiomicrospira thyasirae
d71ffdc77c764409	51455	Anaeroarcus burkinensis
579943b456cc4204	51468	Flavobacterium hibernum
5e884be7c2a54cb5	51474	Microbacterium luteolum
94f78d1475ce4d25	51477	Bacteroides fragilis
7783a55069df4f43	51502	Capnocytophaga granulosa
0f4296d079f84a07	51504	Klebsiella pneumoniae subsp. pneumoniae
783d0974005e450e	51533	Streptomyces macrosporus
322c2b47136d499d	51542	Cycloclasticus pugetii
095f54c5d70e4d23	51558	Enterococcus faecium
6872943a750b4fca	51570	Pasteurella dagmatis
ad3fee7ddf5c4486	51572	Plesiomonas shigelloides
cef5861324fc44ac	51580	Bilophila wadsworthia
1afd181bec544ec1	51584	Moraxella catarrhalis
e2c3b5f266054854	51596	Morganella morganii subsp. sibonii
d3b0840d8615407b	51597	Citrobacter sp.
2273a1af14f04185	51622	Haemophilus ducreyi
894f996e9c2341ad	51644	Fusobacterium pseudonecrophorum
fbfbe07c21374c94	51651	Staphylococcus aureus
c2bcc49a65da4e3d	51653	Helicobacter pylori
01bb6b668c3f4d28	51656	Streptococcus gordonii
22976a57bd694002	51675	Pseudomonas aeruginosa
0256e3956c3e4cc1	51682	Pseudomonas aeruginosa
9371b043e0e1413a	51684	Pseudomonas aeruginosa
e3a80ab8b7b84782	51687	Pasteurella multocida subsp. septica
1212a614a5e14add	51689	Pasteurella multocida subsp. gallicida
5cddfc0718964977	51690	Ensifer saheli
640bca29821f480e	51697	Klebsiella aerogenes
78689f7c0b774300	51713	Buttiauxella noackiae
05ea155edee84641	51724	Eikenella corrodens
fc846acbdaf44102	51729	Campylobacter coli
d0baa7561a7549d1	51736	Photobacterium damselae subsp. piscicida
ebfe053b29b5414f	51739	Escherichia coli
967da852dd884248	51740	Staphylococcus aureus
2b9e6bbe18ea42d3	51745	Spiroplasma montanense
61b1deffe1ca44ae	51746	Spiroplasma helicoides
675492b20ba94005	51749	Spiroplasma lineolae
f0f673c939d243c9	51752	Spiroplasma alleghenense
f915d106799f45e6	51753	Shewanella putrefaciens
b5ec46dd43184535	51763	Agromyces cerinus subsp. nitratus
ba0872c9f9d047d7	51788	Mycobacterium branderi
7f6b8b0c887a497a	51789	Mycobacterium branderi
395aea84417c4029	51798	Campylobacter coli
c57540fdc9e9418a	51805	Photobacterium damselae subsp. damselae
993f568f12c64a7a	51806	Photobacterium damselae subsp. damselae
0e3929d16d7340f6	51807	Photobacterium damselae subsp. damselae
4b7652e7ffd84831	51814	Serratia liquefaciens
1c29402198b4491c	51817	Klebsiella oxytoca
6941ed6d465c4563	51844	Brachybacterium rhamnosum
6e9a71a754834573	51880	Clostridium perfringens
6bdbc1e1e2894dc2	51987	Mycobacterium lentiflavum
c1feb8a11963424f	51988	Mycobacterium lentiflavum
f33cbe6d6c9043ec	51992	Borrelia afzelii
4e22ef0d1ef04545	51993	Burkholderia ambifaria
62cf37531f97497a	51995	Burkholderia orbicola
8db8df183b6e49af	51999	Entomoplasma freundtii
5c7497a3fe52462d	521	Lactobacillus helveticus
4a038ffce6a74425	53480	Haemophilus influenzae
e88fd544ca3b4219	53496	Escherichia coli
324600d8dc744302	53544	Lactobacillus acidophilus
71e4d7223dd34386	53546	Lactobacillus amylovorus
194cd98e64b84912	53556	Thermoanaerobacter brockii subsp. brockii
4e11d06c5c464757	53642	Burkholderia vietnamiensis
1ce6c1a958f7482b	53672	Lactobacillus taiwanensis
12907130271b47d1	53877	Pseudomonas sp.
9b7e63aac6614819	55089	Burkholderia ambifaria
f588ae2b5dae496a	6013	Clostridium pasteurianum
fd53e5607c6049e1	607	Mycobacterium smegmatis
b5e4a0c073fb4ef8	621	Gluconobacter oxydans
56601258a10a4c36	6304	Streptococcus pneumoniae
3ccd041e33954657	6308	Streptococcus pneumoniae
e647183316694dec	6312	Streptococcus pneumoniae
16e120b453f54089	6322	Streptococcus pneumoniae
950c7239aa33492b	6380	Proteus vulgaris
9558eafabedf4af5	64	Brevibacillus laterosporus
6f89b0fec9924191	6841	Mycobacterium fortuitum subsp. fortuitum
bd2dfde7c3be4133	6879	Citrobacter freundii
85f5a2bc081646c2	6896	Proteus vulgaris
a9a2cdc3a025446a	700052	Bordetella holmesii
4614b1d5d9284128	700053	Bordetella holmesii
ad1a1f5abac64be1	700059	Mammaliicoccus sciuri
cb608a3688074374	700061	Mammaliicoccus sciuri
3fb8689330c1473b	700062	Mammaliicoccus sciuri
fd5305ca81a64f35	700068	Brachybacterium tyrofermentans
3e846040b213414b	700078	Escherichia coli
2ecd3486a2134dc1	700082	Tsukamurella inchonensis
60de8cbdab9343d0	700089	Gordonia hydrophobica
53f965ba4af04470	700100	Bacillus carboniphilus
389354bfbfcf48d7	700112	Neisseria meningitidis
88f1bd68b0584af3	700128	Bosea sp.
0deb8c9a1aa54848	700150	Salmonella enterica subsp. salamae
1a8d96e456a24e46	700168	Xenorhabdus nematophila
3b8cd8c9bc4341cb	700171	Paracoccus thiocyanatus
478e1f6bb5c649f9	700181	Brenneria alni
c3dbb07002204b19	700182	Brenneria alni
7c5fa35a39b4467e	700187	Xanthomonas codiaei
2637fe95eef94092	700197	Prevotella tannerae
e419438850184353	7002	Proteus mirabilis
ba2dc83efa834236	700201	Oceanidesulfovibrio gabonensis
a0ca6b22c5e641bc	700209	Abiotrophia defectiva
e160b097bf964624	700231	Streptococcus anginosus
5cb3037d833d4a3a	700261	Spirochaeta asiatica
43ae74259d3f4e26	700268	Stenotrophomonas maltophilia
2cc68c8d6b3745b5	700269	Stenotrophomonas maltophilia
a060e0622a0a404b	700293	Treponema medium
5430fa593d1a4324	700303	Aneurinibacillus thermoaerophilus
7a295814cd864131	700309	Bordetella trematum
0095bf0d98a74aa1	700320	Thermoanaerobacter sulfurigignens
dd95e41c13164507	700325	Leclercia adecarboxylata
31858e51fd864365	700326	Vibrio mimicus
cf2f546aead9434e	700342	Aquamonas haywardensis
e873747ed35542d6	700344	Neisseria meningitidis
2968166c821f46a0	700348	Brevibacterium otitidis
6bb7e37d9fbb4fb9	700351	Mycobacterium mageritense
46a78a79616a4ff8	700366	Bosea thiooxidans
68b09bec187c46cf	700389	Shewanella algae
2ab2aa47df9d4362	700391	Shewanella algae
759f089417ab4efb	700393	Meiothermus ruber
2923b030ec404723	700399	Polaribacter franzmannii
26250c65fb774abc	700407	Streptococcus uberis
